Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01000194,15570535.72,14005049.99,14581849.88,13691927.91,13491556.22,13854550.24,13445769.67,Barnet,Barnet,London,EPN
,E01000195,11074999.39,10162105.06,10599803.11,9976432.515,9870782.62,10207341.06,9851288.087,Barnet,Barnet,London,EPN
,E01000196,20085310.86,18041717.25,18896530.31,17653509.3,17366225.85,18193716.81,17259253.72,Barnet,Barnet,London,EPN
,E01000197,9910928.633,9113802.541,9500224.368,8924483.87,8795126.933,9054922.555,8798179.688,Barnet,Barnet,London,EPN
,E01000198,11773648.96,10893260.54,11434653.33,10583379.91,10368812.42,10738781.31,10376848.99,Barnet,Barnet,London,EPN
,E01000199,12223576.4,11359011.95,11894237.85,11005372.34,10803690.15,11105597.49,10786381.68,Barnet,Barnet,London,EPN
,E01000200,10928769.2,10040554.26,10505866.1,9775431.94,9614032.941,9883507.418,9620504.336,Barnet,Barnet,London,EPN
,E01000201,7573826.877,7031370.846,7383698.23,6816625.455,6692237.479,6933569.51,6691650.362,Barnet,Barnet,London,EPN
,E01000202,5506685.956,5068409.819,5290637.998,4940373.607,4863638.827,4991778.596,4861835.368,Barnet,Barnet,London,EPN
,E01000203,15330890.99,14194670.23,14873936.63,13914453.5,13643986.09,14320285.55,13646144.18,Barnet,Barnet,London,EPN
,E01000204,13452811.63,12432213.68,12962887.15,12114072.33,11923520.88,12242753.48,11895662.7,Barnet,Barnet,London,EPN
,E01000205,9800365.763,9097546.253,9543034.67,8819169.957,8662084.36,8980594.608,8639884.392,Barnet,Barnet,London,EPN
,E01000206,12936168.87,12037435.53,12589539.07,11704316.47,11495387.46,11915762.59,11465749.67,Barnet,Barnet,London,EPN
,E01000207,8492223.158,7784411.441,8135909.685,7564141.988,7449104.787,7766365.544,7398566.718,Barnet,Barnet,London,EPN
,E01000208,11488479.7,10704837.84,11175703.01,10396367.62,10214931.27,10600285.18,10175122.63,Barnet,Barnet,London,EPN
,E01000209,11550793.11,10715799.54,11210767.52,10418698.41,10242943.85,10573652.95,10228938.58,Barnet,Barnet,London,EPN
,E01000210,10796124.7,10075917.15,10530337.87,9791586.591,9628654.34,10018837.84,9588184.778,Barnet,Barnet,London,EPN
,E01000211,16589783.84,15201646.7,15744135.73,14943287.57,14735858.61,15099320.45,14735228.58,Barnet,Barnet,London,EPN
,E01000212,9523810.678,8816236.078,9212873.959,8584691.31,8442478.9,8724307.22,8428127.111,Barnet,Barnet,London,EPN
,E01000213,10397516.14,9662173.662,10135892.46,9378451.445,9211232.341,9618460.941,9174977.19,Barnet,Barnet,London,EPN
,E01000214,11848972.81,10970291.97,11425849.25,10714284.87,10552511.19,10803599.07,10551998.4,Barnet,Barnet,London,EPN
,E01000215,9347215.115,8641199.671,8996570.171,8424799.252,8315570.876,8580551.494,8271813.5,Barnet,Barnet,London,EPN
,E01000216,7016376.052,6424096.066,6703247.709,6265741.215,6175055.186,6383399.191,6152111.923,Barnet,Barnet,London,EPN
,E01000217,5755243.135,5309160.356,5538792.979,5171695.147,5088681.294,5267117.317,5070662,Barnet,Barnet,London,EPN
,E01000218,8219170.768,7507256.602,7824564.081,7346950.045,7246198.518,7544096.333,7210700.673,Barnet,Barnet,London,EPN
,E01000219,11591851.09,10626527.38,11070193.5,10423236.3,10295088.05,10648626.66,10271931.49,Barnet,Barnet,London,EPN
,E01000220,10547100.17,9825185.549,10223458.97,9689645.129,9510710.598,9941119.12,9515845.291,Barnet,Barnet,London,EPN
,E01000221,12150466.38,11367867.99,11723538.22,11244693.78,11147714.64,11486841.13,11131635.04,Barnet,Barnet,London,EPN
,E01000222,10639532.26,9801957.688,10210867.1,9601701.683,9481694.565,9734456.268,9485046.568,Barnet,Barnet,London,EPN
,E01000223,14324463.76,13437342.41,13850028.01,13190087.1,13125648.31,13440870.72,13044141.85,Barnet,Barnet,London,EPN
,E01000224,7925161.167,7314671.471,7633457.953,7154563.877,7055948.234,7262371.586,7059947.329,Barnet,Barnet,London,EPN
,E01000225,11090723.46,10314099.27,10809107.16,10084348.71,9890082.206,10300139.82,9896955.348,Barnet,Barnet,London,EPN
,E01000226,8265510.181,7537800.975,7837552.791,7418084.876,7343443.79,7538133.003,7345582.794,Barnet,Barnet,London,EPN
,E01000227,9590010.807,8896810.968,9355695.079,8666924.095,8510475.538,8871942.058,8513654.154,Barnet,Barnet,London,EPN
,E01000228,7567001.836,6815451.952,7139287.044,6623993.979,6496859.728,6731753.266,6494387.297,Barnet,Barnet,London,EPN
,E01000229,8417822.03,7751470.741,8092905.305,7562080.88,7473661.026,7700220.61,7452359.595,Barnet,Barnet,London,EPN
,E01000230,10441337.27,9768061.165,10204294.74,9483330.381,9318040.119,9621275.294,9297478.362,Barnet,Barnet,London,EPN
,E01000231,8918161.498,8315241.767,8672063.664,8078954.712,7968323.697,8192233.761,7943811.915,Barnet,Barnet,London,EPN
,E01000232,10120283.23,9426188.663,9836177.204,9151820.682,9022077.801,9256346.779,8995883.177,Barnet,Barnet,London,EPN
,E01000233,10164026.58,9455449.681,9881752.565,9176908.523,9038485.14,9293264.148,9013288.676,Barnet,Barnet,London,EPN
,E01000234,9898522.756,9176226.204,9593760.436,8929998.153,8778192.209,9011822.591,8784137.355,Barnet,Barnet,London,EPN
,E01000235,10001183.84,9148580.259,9523685.13,8983350.346,8862442.871,9131423.37,8862896.527,Barnet,Barnet,London,EPN
,E01000236,16706544.28,15583571.44,16257047.79,15262218.34,14963013.1,15667280.43,14947469.58,Barnet,Barnet,London,EPN
,E01000237,14024456.98,12913387.91,13396225.43,12694587.08,12516152.46,12843000.89,12526121.3,Barnet,Barnet,London,EPN
,E01000238,16213273.68,15106321.66,15775916.27,14715730.11,14467322.84,15177524.68,14384253.05,Barnet,Barnet,London,EPN
,E01000239,67693469.3,63782066.61,66223860.43,62533804,60805444.52,63849962.69,60834778.57,Barnet,Barnet,London,EPN
,E01000240,9679574.322,8916742.92,9338356.952,8688720.548,8553511.041,8813220.997,8552051.614,Barnet,Barnet,London,EPN
,E01000241,12340621.03,11469058.11,11948368.09,11198004.51,11009342.3,11252476.91,11025137.11,Barnet,Barnet,London,EPN
,E01000242,11543092.78,10715505.24,11226816.19,10503236.68,10287572.37,10698251.39,10324775.96,Barnet,Barnet,London,EPN
,E01000243,11038633.12,10196930.51,10610124.02,9970494.899,9829630.85,10116608.85,9799306.765,Barnet,Barnet,London,EPN
,E01000244,15572787.79,14057682.19,14726218.15,13769485.03,13547613.95,14102653.31,13526873.61,Barnet,Barnet,London,EPN
,E01000245,10305226.7,9073839.148,9394895.441,8937236.151,8839508.291,9099780.38,8816173.674,Barnet,Barnet,London,EPN
,E01000246,9149301.005,8499608.14,8914092.654,8255441.338,8097606.35,8361268.108,8110583.429,Barnet,Barnet,London,EPN
,E01000247,12837672.73,11927673.6,12503062.03,11628326.47,11397206.78,11857395.41,11401227.87,Barnet,Barnet,London,EPN
,E01000248,11117709.88,10263153.66,10676963.77,10014673.3,9863636.751,10092525.59,9860501.149,Barnet,Barnet,London,EPN
,E01000249,8287339.374,7725024.692,8095961.179,7487272.925,7350500.371,7583986.967,7344561.392,Barnet,Barnet,London,EPN
,E01000250,21339507.14,18977247.38,19769176.49,18495832.85,18246131.18,18665521.81,18201310.29,Barnet,Barnet,London,EPN
,E01000251,19210569.9,17712234.15,18496067.42,17308361.77,17035527.44,17488531.6,17027783.88,Barnet,Barnet,London,EPN
,E01000252,12324332.01,11451915.59,11942606.56,11168806.1,10989094.52,11209299.25,10998374.17,Barnet,Barnet,London,EPN
,E01000253,12327900.39,11345428.83,11910065.35,10987662.83,10762643.66,11148510.99,10765266.48,Barnet,Barnet,London,EPN
,E01000254,9880406.643,9205141.511,9636165.172,8934986.9,8764191.354,9006512.082,8766370.873,Barnet,Barnet,London,EPN
,E01000255,8864483.17,8203387.699,8554365.649,8023538.37,7901687.004,8142387.991,7903094.643,Barnet,Barnet,London,EPN
,E01000256,10315446.99,9604861.491,10040094.95,9339440.156,9177658.168,9434852.424,9176871.453,Barnet,Barnet,London,EPN
,E01000257,10625241.15,9727922.273,10086137.66,9576859.186,9473627.433,9698426.924,9471911.343,Barnet,Barnet,London,EPN
,E01000258,13230090.59,12268839.52,12826145.68,11973626.69,11718807.83,12115492.8,11751329.96,Barnet,Barnet,London,EPN
,E01000259,16923656.12,15623448.85,16491109.46,15255415.27,14843301.47,15729579.94,14918409.3,Barnet,Barnet,London,EPN
,E01000260,17071128.56,15955181.09,16645673.57,15505498.5,15365187.39,15881926.14,15235442.24,Barnet,Barnet,London,EPN
,E01000261,11887056.52,11054031.69,11575278.81,10743978.17,10542904.43,10852002.36,10549530.27,Barnet,Barnet,London,EPN
,E01000262,20858087.58,19296061.79,20178490,18801960.42,18505568.16,19070793.43,18491290.61,Barnet,Barnet,London,EPN
,E01000263,7641730.233,7145807.977,7491623.712,6930683.845,6796435.586,7037474.712,6799513.779,Barnet,Barnet,London,EPN
,E01000264,12433008.71,11255940.96,11737737.9,11029241.9,10843576.79,11162547.58,10865215.51,Barnet,Barnet,London,EPN
,E01000265,10264146.38,9509696.851,9888572.938,9294463.063,9167862.08,9395950.363,9160134.373,Barnet,Barnet,London,EPN
,E01000266,7248334.774,6729015.268,7088929.219,6505527.089,6372858.523,6611523.977,6375975.948,Barnet,Barnet,London,EPN
,E01000267,9108918.437,8446968.431,8870144.576,8191464.548,8034489.713,8280806.621,8038945.955,Barnet,Barnet,London,EPN
,E01000268,29923508.92,26970138.31,28653053.45,26316298.11,25851171.65,27756636.4,25752068.64,Barnet,Barnet,London,EPN
,E01000269,9422889.45,8775145.078,9237490.89,8520953.833,8392310.215,8769144.444,8357673.951,Barnet,Barnet,London,EPN
,E01000270,9094350.563,8463142.98,8850477.477,8222141.689,8068641.876,8247625.131,8079535.023,Barnet,Barnet,London,EPN
,E01000271,10887233.2,10119213.22,10655545.71,9835955.563,9674140.019,10130245.04,9649126.348,Barnet,Barnet,London,EPN
,E01000272,8427879.189,7879122.113,8235516.012,7626246.16,7507733.348,7729067.698,7475775.423,Barnet,Barnet,London,EPN
,E01000273,9058573.963,8350969.796,8715172.392,8157381.78,8039297.067,8285379.159,8026420.282,Barnet,Barnet,London,EPN
,E01000274,9194944.714,8502595.277,8874164.204,8299276.671,8183530.849,8422380.462,8181360.71,Barnet,Barnet,London,EPN
,E01000275,8236492.32,7623432.04,7960101.397,7423656.681,7318008.744,7529574.534,7305841.528,Barnet,Barnet,London,EPN
,E01000276,9159826.981,8497584.332,8967306.187,8243091.622,8061716.268,8474590.668,8062513.677,Barnet,Barnet,London,EPN
,E01000277,12393593.2,11429501.76,11834563.21,11277232.6,11181690.27,11458917.61,11183866.52,Barnet,Barnet,London,EPN
,E01000278,8687647.834,8032932.391,8453328.638,7782951.045,7640060.297,7946031.516,7627186.99,Barnet,Barnet,London,EPN
,E01000279,9142681.342,8309552.81,8715757.506,8052477.12,7888485.737,8178509.648,7888922.31,Barnet,Barnet,London,EPN
,E01000280,8335100.116,7746858.131,8158020.118,7490500.253,7327503.561,7625051.836,7325147.841,Barnet,Barnet,London,EPN
,E01000281,14434410.77,12980252.02,13512324.27,12704799.42,12576878.9,12951506.19,12495541.85,Barnet,Barnet,London,EPN
,E01000282,10142937.27,9399251.639,9871728.641,9092304.118,8951507.092,9263263.227,8918886.047,Barnet,Barnet,London,EPN
,E01000283,6976349.485,6481974.806,6825759.658,6266027.893,6140224.306,6377419.942,6141254.561,Barnet,Barnet,London,EPN
,E01000284,9245505.136,8517561.7,8869981.098,8334343.282,8218914.807,8440325.417,8222193.618,Barnet,Barnet,London,EPN
,E01000285,7724412.192,7175765.397,7507024.116,6974441.253,6856235.881,7061908.711,6854881.132,Barnet,Barnet,London,EPN
,E01000286,9424958.914,8556434.195,8907728.635,8372105.968,8254720.656,8473794.505,8252261.364,Barnet,Barnet,London,EPN
,E01000287,8936946.732,8250896.486,8604588.671,8067976.503,7942066.445,8187207.233,7941013.61,Barnet,Barnet,London,EPN
,E01000288,8031865.214,7381781.165,7755642.854,7160026.881,7028998.075,7250484.462,7028046.779,Barnet,Barnet,London,EPN
,E01000289,9521313.273,8706904.592,9000450.982,8599747.251,8516205.75,8694584.615,8521877.706,Barnet,Barnet,London,EPN
,E01000290,10782547.27,9807599.225,10275143.29,9525764.669,9344613.755,9641247.758,9347058.552,Barnet,Barnet,London,EPN
,E01000291,8540587.821,7825183.832,8115047.806,7700074.768,7614830.793,7783907.104,7619096.608,Barnet,Barnet,London,EPN
,E01000292,11003993.57,10180748.72,10679178.01,9876901.099,9682163.419,9991121.816,9683149.21,Barnet,Barnet,London,EPN
,E01000293,11193291.63,10412610,10877022.94,10135491.52,9945805.342,10219085.42,9956085.18,Barnet,Barnet,London,EPN
,E01000294,9367897.42,8687330.52,9070209.174,8458126.434,8322592.888,8526719.171,8316631.399,Barnet,Barnet,London,EPN
,E01000295,4763520.814,4348867.277,4534074.239,4250503.451,4189630.54,4291171.981,4190985.628,Barnet,Barnet,London,EPN
,E01000296,11695540.55,10620119.32,10983698.61,10381226.66,10329749.77,10534379.63,10251673.78,Barnet,Barnet,London,EPN
,E01000297,8059914.558,7384168.111,7687970.087,7206966.816,7079519.58,7256500.998,7086183.87,Barnet,Barnet,London,EPN
,E01000298,12086311.58,11009183.02,11404182.49,10787447.5,10653360.99,10917220.17,10627152.95,Barnet,Barnet,London,EPN
,E01000299,11084285.75,10184854.62,10468641.96,9871879.05,9965486.242,10174850.96,9738028.336,Barnet,Barnet,London,EPN
,E01000300,8931761.617,8251501.312,8615190.618,8044923.832,7920893.205,8127015.863,7920976.579,Barnet,Barnet,London,EPN
,E01000301,8827078.656,8227861.521,8583376.867,7985646,7885444.349,8139567.941,7833759.338,Barnet,Barnet,London,EPN
,E01000302,1392054.938,1268649.775,1312525.654,1243648.013,1226860.034,1257170.915,1220507.849,Barnet,Barnet,London,EPN
,E01000303,8560777.344,7912887.165,8298013.623,7694452.238,7548193.89,7795429.319,7550577.004,Barnet,Barnet,London,EPN
,E01000304,11610329.2,10705147.15,11294036.69,10477327.94,10270907.36,10855633.3,10276829.75,Barnet,Barnet,London,EPN
,E01000305,13185829.95,12095943.11,12508330.68,11878783.77,11748417.48,11977162.21,11718717.47,Barnet,Barnet,London,EPN
,E01000306,4511831.984,4188597.014,4359071.022,4092081.807,4032270.973,4113816.761,4035297.174,Barnet,Barnet,London,EPN
,E01000307,11151252.53,10214986.17,10575883.69,10039050.41,9916846.394,10166093.79,9911401.21,Barnet,Barnet,London,EPN
,E01000308,19850997.14,18062910.96,18634415.49,17897664.11,17754238.77,18067987.28,17782617.96,Barnet,Barnet,London,EPN
,E01000309,10274180.04,9465769.592,9859976.072,9246997.888,9110738.299,9330807.457,9113235.509,Barnet,Barnet,London,EPN
,E01000310,25274741.37,23420104.77,24478575.58,22884943.52,22404628.87,23716286.9,22308443.21,Barnet,Barnet,London,EPN
,E01000311,14859668.7,13968401.6,14621173.51,13576585.32,13321658.25,14072077.33,13247319.7,Barnet,Barnet,London,EPN
,E01000312,9295794.654,8591955.434,8914628.92,8444121.398,8334314.245,8527671.424,8342890.464,Barnet,Barnet,London,EPN
,E01000313,11707043.23,10836345.15,11230491.53,10708069.04,10531857.06,10818415.32,10583054.37,Barnet,Barnet,London,EPN
,E01000314,7384547.306,6766817.897,7030932.516,6630041.985,6531876.899,6716429.519,6524495.712,Barnet,Barnet,London,EPN
,E01000315,8413737.326,7693404.909,8008282.714,7566570.225,7481344.809,7707253.099,7482501.847,Barnet,Barnet,London,EPN
,E01000316,17168347.21,16083764.5,16674583.01,15792758.83,15527016.8,16037506.59,15527362.97,Barnet,Barnet,London,EPN
,E01000317,2124887.573,1984278.067,2057857.264,1930294.165,1911951.54,1951361.383,1896237.952,Barnet,Barnet,London,EPN
,E01000318,8865801.964,8225332.757,8605411.633,7992717.219,7860399.361,8081279.187,7855216.602,Barnet,Barnet,London,EPN
,E01000319,3929735.998,3639295.39,3802141.696,3541615.134,3486335.784,3575940.645,3484884.575,Barnet,Barnet,London,EPN
,E01000320,12048312.73,11172670.28,11664835.03,10870838.04,10684041.37,10964812.62,10672426.45,Barnet,Barnet,London,EPN
,E01000321,8103663.583,7263552.251,7540336.955,7121822.906,7026185.263,7172322.575,7022413.262,Barnet,Barnet,London,EPN
,E01000322,9961486.7,9145854.182,9552536.605,9017571.238,8847238.227,9128371.992,8908118.559,Barnet,Barnet,London,EPN
,E01000323,15361015.45,13961739.75,14434747.83,13707543.63,13570903.22,13861310.14,13538055.53,Barnet,Barnet,London,EPN
,E01000324,9287530.656,8597219.289,9000720.657,8367546.221,8216417.923,8463898.948,8226383.819,Barnet,Barnet,London,EPN
,E01000325,8448545.102,7869091.278,8224889.287,7623797.869,7472386.753,7685374.575,7474853.89,Bexley,Bexley,London,LPN
,E01000326,6828668.783,6383745.697,6660674.549,6187894.863,6109502.58,6255796.294,6080771.165,Bexley,Bexley,London,LPN
,E01000327,8836313.598,8217292.333,8654288.323,7977661.219,7827080.863,8149694.947,7826561.363,Bexley,Bexley,London,LPN
,E01000328,11265106.22,10594168.68,11054915.96,10276682.74,10082099.54,10458360.13,10038296.27,Bexley,Bexley,London,LPN
,E01000329,10433951.4,9735163.844,10151875.14,9479720.64,9308396.862,9579531.754,9296703.085,Bexley,Bexley,London,LPN
,E01000330,13096315.14,12089364.28,12639411.37,11798622.86,11574004.28,11994557.64,11579379.27,Bexley,Bexley,London,LPN
,E01000331,10323399.02,9631322.242,10035378.66,9347308.453,9269269.134,9625591.771,9181365.31,Bexley,Bexley,London,LPN
,E01000332,40935332.34,38880324.19,40534135.8,37904964.42,36593318.33,39036023.35,36599061.06,Bexley,Bexley,London,LPN
,E01000333,11767372.92,10896600.85,11374409.99,10632325.14,10453767.26,10683957.47,10470092.73,Bexley,Bexley,London,LPN
,E01000334,8607577.63,8010212.893,8376612.904,7791818.671,7648662.357,7861838.589,7656167.474,Bexley,Bexley,London,LPN
,E01000335,20448425.21,18207704.88,19431169.67,17636569.8,17280661.92,18638118.36,17280300.52,Bexley,Bexley,London,LPN
,E01000336,12291260.09,11253484.53,11680700.24,11053307.56,10928335.03,11126999.43,10934831.99,Bexley,Bexley,London,LPN
,E01000337,8639991.797,8042125.913,8389743.052,7842455.213,7721859.315,7918245.772,7725431.631,Bexley,Bexley,London,LPN
,E01000338,9240553.037,8607597.278,8976225.884,8393365.881,8260698.048,8460593.255,8267264.024,Bexley,Bexley,London,LPN
,E01000339,7906843.157,7326756.753,7680012.816,7120175.42,6993550.113,7203958.558,6997457.895,Bexley,Bexley,London,LPN
,E01000340,8402255.757,7826565.428,8174452.004,7610106.333,7478118.864,7666636.997,7478733.124,Bexley,Bexley,London,LPN
,E01000341,8147268.454,7596642.139,7957462.394,7372977.762,7234626.581,7453803.367,7238088.351,Bexley,Bexley,London,LPN
,E01000342,7783562.959,7255880.41,7579142.199,7061957.225,6943697.023,7127487.797,6944823.438,Bexley,Bexley,London,LPN
,E01000343,8032981.27,7487372.432,7808835.724,7292780.114,7175802.013,7366787.041,7176428.113,Bexley,Bexley,London,LPN
,E01000344,8700583.068,8101582.511,8483372.387,7868262.211,7725595.918,7946940.896,7730394.954,Bexley,Bexley,London,LPN
,E01000345,6491761.635,6063581.981,6346376.22,5875605.046,5775564.569,5939150.177,5766900.477,Bexley,Bexley,London,LPN
,E01000346,7432596.476,6938687.783,7263275.526,6729753.162,6609116.792,6787816.072,6609588.162,Bexley,Bexley,London,LPN
,E01000347,8921540.531,8315087.678,8655306.137,8095947.885,7978130.214,8156967.608,7967553.141,Bexley,Bexley,London,LPN
,E01000348,7334101.925,6803965.096,7171008.083,6574042.927,6434234.049,6668236.494,6438505.694,Bexley,Bexley,London,LPN
,E01000349,8979150.316,8360525.33,8777985.399,8098701.087,7936864.662,8189593.33,7943595.143,Bexley,Bexley,London,LPN
,E01000350,7374701.627,6877199.392,7181464.035,6671562.18,6576818.04,6752050.052,6555170.894,Bexley,Bexley,London,LPN
