,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,variable,Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),,,,,,,,,
,,E01000190,1.238,0.070,0.029,0.000,1.337,1.092,0.051,0.011,0.031,1.184,1.226,0.063,0.014,0.031,1.335,1.107,0.044,0.007,0.031,1.190,0.051,0.002,0.000,0.006,0.060,0.071,0.002,0.001,0.006,0.081,0.050,0.001,0.000,0.006,0.057,Barnet,Barnet,London,EPN,,,,,
,,E01000191,1.143,0.145,0.069,0.000,1.357,0.993,0.093,0.026,0.032,1.144,1.121,0.116,0.034,0.032,1.303,1.015,0.080,0.018,0.032,1.145,0.046,0.003,0.001,0.007,0.056,0.065,0.009,0.002,0.007,0.082,0.045,0.003,0.001,0.007,0.055,Barnet,Barnet,London,EPN,,,,,
,,E01000192,1.684,1.849,0.089,0.000,3.622,1.286,1.132,0.034,0.041,2.492,1.514,1.405,0.044,0.041,3.004,1.330,0.962,0.023,0.041,2.356,0.060,0.030,0.001,0.008,0.100,0.079,0.136,0.002,0.008,0.226,0.059,0.046,0.002,0.008,0.114,Barnet,Barnet,London,EPN,,,,,
,,E01000193,2.396,4.509,0.035,0.000,6.941,1.562,2.758,0.013,0.235,4.568,1.881,3.377,0.017,0.235,5.511,1.611,2.347,0.009,0.235,4.203,0.067,0.061,0.001,0.048,0.176,0.088,0.426,0.001,0.048,0.563,0.065,0.139,0.001,0.048,0.252,Barnet,Barnet,London,EPN,,,,,
,,E01000194,1.890,1.530,0.000,0.000,3.420,1.395,1.062,0.000,0.237,2.693,1.627,1.347,0.000,0.237,3.210,1.446,0.928,0.000,0.237,2.611,0.064,0.037,0.000,0.048,0.149,0.085,0.063,0.000,0.048,0.196,0.062,0.024,0.000,0.048,0.134,Barnet,Barnet,London,EPN,,,,,
,,E01000195,1.682,0.418,0.000,0.000,2.100,1.256,0.337,0.000,0.039,1.633,1.452,0.424,0.000,0.039,1.915,1.309,0.291,0.000,0.039,1.639,0.061,0.009,0.000,0.008,0.078,0.079,0.000,0.000,0.008,0.087,0.059,0.001,0.000,0.008,0.069,Barnet,Barnet,London,EPN,,,,,
,,E01000196,1.235,5.746,0.000,0.000,6.981,0.955,1.730,0.168,0.058,2.911,0.500,1.977,0.361,0.058,2.897,0.450,1.478,0.191,0.058,2.176,0.045,0.095,0.019,0.012,0.171,0.027,0.210,0.052,0.012,0.300,0.020,0.090,0.033,0.012,0.155,Barnet,Barnet,London,EPN,,,,,
,,E01000197,1.618,0.232,0.000,0.000,1.850,1.278,0.161,0.000,0.036,1.475,1.491,0.199,0.000,0.036,1.726,1.324,0.137,0.000,0.036,1.497,0.060,0.005,0.000,0.007,0.072,0.079,0.010,0.000,0.007,0.097,0.057,0.004,0.000,0.007,0.068,Barnet,Barnet,London,EPN,,,,,
,,E01000198,1.802,0.303,0.000,0.000,2.105,1.494,0.243,0.000,0.041,1.778,1.720,0.304,0.000,0.041,2.065,1.524,0.210,0.000,0.041,1.776,0.069,0.009,0.000,0.008,0.086,0.097,0.000,0.000,0.008,0.105,0.067,0.001,0.000,0.008,0.076,Barnet,Barnet,London,EPN,,,,,
,,E01000199,1.980,0.293,0.000,0.000,2.273,1.503,0.240,0.000,0.040,1.782,1.817,0.290,0.000,0.040,2.147,1.540,0.206,0.000,0.040,1.786,0.066,0.008,0.000,0.008,0.083,0.087,0.003,0.000,0.008,0.098,0.064,0.002,0.000,0.008,0.074,Barnet,Barnet,London,EPN,,,,,
,,E01000200,1.984,0.000,0.000,0.000,1.984,1.592,0.000,0.000,0.047,1.639,1.795,0.000,0.000,0.047,1.842,1.634,0.000,0.000,0.047,1.681,0.073,0.000,0.000,0.010,0.082,0.101,0.000,0.000,0.010,0.111,0.070,0.000,0.000,0.010,0.080,Barnet,Barnet,London,EPN,,,,,
,,E01000201,1.205,0.045,0.000,0.000,1.249,1.101,0.028,0.000,0.030,1.160,1.202,0.034,0.000,0.030,1.266,1.124,0.024,0.000,0.030,1.178,0.052,0.001,0.000,0.006,0.059,0.076,0.003,0.000,0.006,0.085,0.050,0.001,0.000,0.006,0.058,Barnet,Barnet,London,EPN,,,,,
,,E01000202,0.870,0.201,0.000,0.000,1.071,0.722,0.059,0.103,0.035,0.919,0.375,0.067,0.223,0.035,0.700,0.337,0.050,0.117,0.035,0.541,0.033,0.003,0.011,0.007,0.055,0.021,0.007,0.032,0.007,0.067,0.015,0.003,0.021,0.007,0.045,Barnet,Barnet,London,EPN,,,,,
,,E01000203,1.442,1.476,0.000,0.000,2.919,1.324,1.167,0.000,0.037,2.528,1.447,1.476,0.000,0.037,2.960,1.369,1.004,0.000,0.037,2.410,0.064,0.028,0.000,0.008,0.099,0.090,0.003,0.000,0.008,0.100,0.062,0.005,0.000,0.008,0.074,Barnet,Barnet,London,EPN,,,,,
,,E01000204,1.819,1.133,0.000,0.000,2.952,1.459,0.403,0.000,0.039,1.901,1.693,0.470,0.000,0.039,2.202,1.496,0.347,0.000,0.039,1.883,0.068,0.021,0.000,0.008,0.097,0.091,0.036,0.000,0.008,0.135,0.065,0.017,0.000,0.008,0.090,Barnet,Barnet,London,EPN,,,,,
,,E01000205,1.292,0.398,0.000,0.000,1.690,1.209,0.304,0.000,0.033,1.546,1.301,0.372,0.000,0.033,1.706,1.235,0.263,0.000,0.033,1.531,0.058,0.010,0.000,0.007,0.075,0.085,0.008,0.000,0.007,0.100,0.057,0.004,0.000,0.007,0.068,Barnet,Barnet,London,EPN,,,,,
,,E01000206,1.719,0.737,0.000,0.000,2.456,1.372,0.603,0.000,0.031,2.006,1.621,0.736,0.000,0.031,2.388,1.406,0.522,0.000,0.031,1.958,0.061,0.022,0.000,0.006,0.089,0.085,0.001,0.000,0.006,0.092,0.059,0.003,0.000,0.006,0.068,Barnet,Barnet,London,EPN,,,,,
,,E01000207,0.857,0.959,0.000,0.000,1.816,0.704,0.655,0.101,0.038,1.496,0.369,0.704,0.217,0.038,1.328,0.328,0.542,0.114,0.038,1.022,0.032,0.026,0.011,0.008,0.077,0.021,0.057,0.031,0.008,0.116,0.014,0.018,0.020,0.008,0.059,Barnet,Barnet,London,EPN,,,,,
,,E01000208,1.301,0.740,0.000,0.000,2.041,1.229,0.609,0.000,0.035,1.873,1.321,0.744,0.000,0.035,2.100,1.260,0.527,0.000,0.035,1.822,0.059,0.022,0.000,0.007,0.088,0.084,0.000,0.000,0.007,0.092,0.057,0.002,0.000,0.007,0.067,Barnet,Barnet,London,EPN,,,,,
,,E01000209,1.621,0.312,0.000,0.000,1.933,1.481,0.257,0.000,0.042,1.780,1.617,0.314,0.000,0.042,1.973,1.516,0.223,0.000,0.042,1.781,0.071,0.009,0.000,0.009,0.089,0.101,0.000,0.000,0.009,0.110,0.069,0.001,0.000,0.009,0.079,Barnet,Barnet,London,EPN,,,,,
,,E01000210,1.218,0.691,0.000,0.000,1.909,1.157,0.568,0.000,0.033,1.758,1.262,0.695,0.000,0.033,1.989,1.188,0.492,0.000,0.033,1.712,0.056,0.020,0.000,0.007,0.083,0.080,0.000,0.000,0.007,0.086,0.054,0.002,0.000,0.007,0.063,Barnet,Barnet,London,EPN,,,,,
,,E01000211,2.277,1.300,0.000,0.000,3.577,1.669,0.860,0.000,0.056,2.585,2.017,1.055,0.000,0.056,3.128,1.704,0.738,0.000,0.056,2.497,0.077,0.032,0.000,0.011,0.120,0.095,0.090,0.000,0.011,0.196,0.071,0.033,0.000,0.011,0.115,Barnet,Barnet,London,EPN,,,,,
,,E01000212,1.405,0.349,0.000,0.000,1.754,1.138,0.284,0.000,0.030,1.451,1.320,0.349,0.000,0.030,1.699,1.168,0.245,0.000,0.030,1.444,0.052,0.010,0.000,0.006,0.068,0.071,0.001,0.000,0.006,0.078,0.050,0.001,0.000,0.006,0.057,Barnet,Barnet,London,EPN,,,,,
,,E01000213,1.205,0.677,0.000,0.000,1.882,1.075,0.557,0.000,0.026,1.658,1.192,0.681,0.000,0.026,1.899,1.100,0.482,0.000,0.026,1.608,0.050,0.020,0.000,0.005,0.075,0.073,0.000,0.000,0.005,0.079,0.049,0.002,0.000,0.005,0.056,Barnet,Barnet,London,EPN,,,,,
,,E01000214,2.034,0.189,0.000,0.000,2.223,1.501,0.155,0.000,0.040,1.696,1.808,0.190,0.000,0.040,2.038,1.547,0.134,0.000,0.040,1.721,0.069,0.006,0.000,0.008,0.082,0.086,0.000,0.000,0.008,0.094,0.066,0.001,0.000,0.008,0.074,Barnet,Barnet,London,EPN,,,,,
,,E01000215,1.387,0.611,0.000,0.000,1.999,0.929,0.475,0.119,0.240,1.763,0.520,0.507,0.256,0.240,1.523,0.434,0.394,0.135,0.240,1.203,0.041,0.019,0.013,0.049,0.122,0.023,0.034,0.037,0.049,0.143,0.017,0.008,0.024,0.049,0.098,Barnet,Barnet,London,EPN,,,,,
,,E01000216,0.914,0.475,0.000,0.000,1.389,0.725,0.333,0.110,0.036,1.204,0.385,0.356,0.236,0.036,1.013,0.340,0.279,0.125,0.036,0.780,0.034,0.014,0.012,0.007,0.067,0.020,0.030,0.034,0.007,0.092,0.015,0.009,0.022,0.007,0.053,Barnet,Barnet,London,EPN,,,,,
,,E01000217,0.745,0.368,0.000,0.000,1.112,0.584,0.285,0.080,0.026,0.976,0.307,0.306,0.173,0.026,0.812,0.274,0.238,0.091,0.026,0.629,0.027,0.012,0.009,0.005,0.053,0.017,0.022,0.025,0.005,0.068,0.012,0.005,0.016,0.005,0.038,Barnet,Barnet,London,EPN,,,,,
,,E01000218,0.865,0.983,0.014,0.000,1.863,0.654,0.653,0.092,0.231,1.630,0.354,0.702,0.198,0.231,1.486,0.298,0.534,0.105,0.231,1.168,0.030,0.025,0.010,0.047,0.112,0.018,0.054,0.028,0.047,0.148,0.012,0.018,0.018,0.047,0.096,Barnet,Barnet,London,EPN,,,,,
,,E01000219,1.854,0.561,0.000,0.000,2.415,1.303,0.458,0.000,0.231,1.992,1.551,0.561,0.000,0.231,2.343,1.358,0.397,0.000,0.231,1.986,0.059,0.016,0.000,0.047,0.123,0.081,0.002,0.000,0.047,0.130,0.057,0.002,0.000,0.047,0.106,Barnet,Barnet,London,EPN,,,,,
,,E01000220,0.881,1.174,0.000,0.000,2.055,0.644,0.842,0.099,0.232,1.817,0.350,0.895,0.213,0.232,1.690,0.284,0.682,0.112,0.232,1.311,0.030,0.042,0.011,0.048,0.131,0.016,0.082,0.030,0.048,0.177,0.012,0.036,0.020,0.048,0.115,Barnet,Barnet,London,EPN,,,,,
,,E01000221,1.290,2.547,0.000,0.000,3.837,0.913,1.474,0.000,0.229,2.616,1.106,1.821,0.000,0.229,3.155,0.956,1.256,0.000,0.229,2.441,0.042,0.032,0.000,0.047,0.120,0.051,0.238,0.000,0.047,0.336,0.040,0.084,0.000,0.047,0.171,Barnet,Barnet,London,EPN,,,,,
,,E01000222,2.061,0.002,0.000,0.000,2.063,1.540,0.001,0.000,0.230,1.772,1.792,0.001,0.000,0.230,2.024,1.598,0.001,0.000,0.230,1.829,0.070,0.000,0.000,0.047,0.117,0.096,0.000,0.000,0.047,0.143,0.068,0.000,0.000,0.047,0.115,Barnet,Barnet,London,EPN,,,,,
,,E01000223,1.627,2.116,0.000,0.000,3.743,1.392,1.313,0.000,0.229,2.935,1.533,1.577,0.000,0.229,3.339,1.446,1.134,0.000,0.229,2.809,0.067,0.030,0.000,0.047,0.144,0.093,0.208,0.000,0.047,0.348,0.065,0.070,0.000,0.047,0.182,Barnet,Barnet,London,EPN,,,,,
,,E01000224,1.317,0.062,0.000,0.000,1.379,1.129,0.031,0.000,0.231,1.391,1.274,0.038,0.000,0.231,1.543,1.165,0.026,0.000,0.231,1.422,0.053,0.001,0.000,0.047,0.101,0.074,0.008,0.000,0.047,0.129,0.052,0.002,0.000,0.047,0.101,Barnet,Barnet,London,EPN,,,,,
,,E01000225,1.546,0.620,0.000,0.000,2.165,1.179,0.510,0.000,0.026,1.715,1.403,0.624,0.000,0.026,2.053,1.175,0.441,0.000,0.026,1.642,0.053,0.018,0.000,0.005,0.076,0.067,0.000,0.000,0.005,0.072,0.049,0.002,0.000,0.005,0.056,Barnet,Barnet,London,EPN,,,,,
,,E01000226,1.308,0.027,0.000,0.000,1.335,1.157,0.022,0.000,0.035,1.214,1.271,0.027,0.000,0.035,1.332,1.202,0.019,0.000,0.035,1.255,0.056,0.001,0.000,0.007,0.064,0.079,0.000,0.000,0.007,0.086,0.055,0.000,0.000,0.007,0.062,Barnet,Barnet,London,EPN,,,,,
,,E01000227,1.288,0.876,0.000,0.000,2.164,1.203,0.405,0.000,0.033,1.641,1.310,0.523,0.000,0.033,1.867,1.233,0.345,0.000,0.033,1.611,0.057,0.006,0.000,0.007,0.070,0.082,0.099,0.000,0.007,0.188,0.057,0.032,0.000,0.007,0.096,Barnet,Barnet,London,EPN,,,,,
,,E01000228,1.016,0.258,0.000,0.000,1.274,0.915,0.200,0.000,0.026,1.141,1.016,0.244,0.000,0.026,1.286,0.939,0.175,0.000,0.026,1.140,0.043,0.012,0.000,0.005,0.060,0.062,0.004,0.000,0.005,0.071,0.042,0.002,0.000,0.005,0.050,Barnet,Barnet,London,EPN,,,,,
,,E01000229,1.263,0.150,0.000,0.000,1.413,1.116,0.130,0.000,0.034,1.279,1.230,0.155,0.000,0.034,1.418,1.152,0.113,0.000,0.034,1.298,0.054,0.004,0.000,0.007,0.065,0.076,0.000,0.000,0.007,0.083,0.052,0.001,0.000,0.007,0.060,Barnet,Barnet,London,EPN,,,,,
,,E01000230,1.412,0.483,0.082,0.000,1.976,1.232,0.379,0.031,0.036,1.678,1.394,0.458,0.040,0.036,1.928,1.259,0.327,0.021,0.036,1.644,0.057,0.013,0.001,0.007,0.079,0.080,0.010,0.002,0.007,0.100,0.056,0.005,0.001,0.007,0.070,Barnet,Barnet,London,EPN,,,,,
,,E01000231,1.312,0.150,0.000,0.000,1.462,1.207,0.130,0.000,0.036,1.373,1.329,0.155,0.000,0.036,1.519,1.241,0.113,0.000,0.036,1.389,0.058,0.004,0.000,0.007,0.069,0.081,0.000,0.000,0.007,0.089,0.056,0.001,0.000,0.007,0.064,Barnet,Barnet,London,EPN,,,,,
,,E01000232,1.594,0.153,0.000,0.000,1.747,1.328,0.132,0.000,0.039,1.499,1.511,0.158,0.000,0.039,1.708,1.362,0.115,0.000,0.039,1.516,0.062,0.004,0.000,0.008,0.075,0.086,0.000,0.000,0.008,0.094,0.061,0.001,0.000,0.008,0.069,Barnet,Barnet,London,EPN,,,,,
,,E01000233,1.457,0.326,0.000,0.000,1.782,1.272,0.246,0.000,0.037,1.555,1.433,0.295,0.000,0.037,1.765,1.305,0.213,0.000,0.037,1.554,0.060,0.009,0.000,0.008,0.076,0.084,0.016,0.000,0.008,0.107,0.059,0.006,0.000,0.008,0.073,Barnet,Barnet,London,EPN,,,,,
,,E01000234,1.619,0.080,0.000,0.000,1.700,1.370,0.050,0.000,0.037,1.457,1.563,0.060,0.000,0.037,1.659,1.408,0.043,0.000,0.037,1.488,0.064,0.002,0.000,0.008,0.073,0.087,0.007,0.000,0.008,0.102,0.062,0.003,0.000,0.008,0.072,Barnet,Barnet,London,EPN,,,,,
,,E01000235,1.395,0.492,0.000,0.000,1.887,1.203,0.329,0.000,0.035,1.568,1.344,0.407,0.000,0.035,1.786,1.248,0.283,0.000,0.035,1.566,0.057,0.010,0.000,0.007,0.075,0.079,0.026,0.000,0.007,0.113,0.056,0.009,0.000,0.007,0.073,Barnet,Barnet,London,EPN,,,,,
,,E01000236,1.792,1.620,0.000,0.000,3.413,1.339,1.340,0.000,0.239,2.918,1.607,1.638,0.000,0.239,3.483,1.313,1.153,0.000,0.239,2.704,0.061,0.039,0.000,0.049,0.149,0.076,0.000,0.000,0.049,0.124,0.055,0.006,0.000,0.049,0.110,Barnet,Barnet,London,EPN,,,,,
,,E01000237,2.385,0.696,0.000,0.000,3.081,1.632,0.456,0.000,0.041,2.128,1.979,0.563,0.000,0.041,2.583,1.659,0.392,0.000,0.041,2.092,0.073,0.016,0.000,0.008,0.098,0.089,0.037,0.000,0.008,0.135,0.068,0.014,0.000,0.008,0.090,Barnet,Barnet,London,EPN,,,,,
,,E01000238,1.530,1.766,0.000,0.000,3.296,1.237,1.447,0.000,0.035,2.719,1.407,1.777,0.000,0.035,3.219,1.279,1.247,0.000,0.035,2.561,0.058,0.042,0.000,0.007,0.107,0.080,0.002,0.000,0.007,0.090,0.056,0.007,0.000,0.007,0.070,Barnet,Barnet,London,EPN,,,,,
,,E01000239,3.068,12.170,0.000,0.000,15.238,2.047,9.892,0.000,0.052,11.991,2.553,12.215,0.000,0.052,14.820,2.138,8.480,0.000,0.052,10.669,0.092,0.233,0.000,0.011,0.336,0.109,0.011,0.000,0.011,0.131,0.090,0.046,0.000,0.011,0.147,Barnet,Barnet,London,EPN,,,,,
,,E01000240,1.641,0.094,0.000,0.000,1.735,1.336,0.063,0.000,0.033,1.432,1.526,0.078,0.000,0.033,1.636,1.372,0.054,0.000,0.033,1.459,0.062,0.002,0.000,0.007,0.071,0.086,0.004,0.000,0.007,0.097,0.060,0.002,0.000,0.007,0.069,Barnet,Barnet,London,EPN,,,,,
,,E01000241,2.183,0.194,0.000,0.000,2.377,1.614,0.124,0.000,0.041,1.778,1.972,0.153,0.000,0.041,2.165,1.657,0.106,0.000,0.041,1.804,0.072,0.004,0.000,0.008,0.084,0.091,0.012,0.000,0.008,0.111,0.068,0.004,0.000,0.008,0.081,Barnet,Barnet,London,EPN,,,,,
,,E01000242,1.625,0.519,0.000,0.000,2.144,1.206,0.417,0.000,0.042,1.664,1.410,0.521,0.000,0.042,1.972,1.201,0.360,0.000,0.042,1.603,0.057,0.013,0.000,0.008,0.079,0.074,0.000,0.000,0.008,0.083,0.053,0.002,0.000,0.008,0.063,Barnet,Barnet,London,EPN,,,,,
,,E01000243,1.608,0.879,0.000,0.000,2.488,1.078,0.572,0.142,0.054,1.847,0.615,0.612,0.307,0.054,1.588,0.507,0.472,0.162,0.054,1.195,0.048,0.024,0.016,0.011,0.098,0.026,0.049,0.044,0.011,0.130,0.020,0.017,0.028,0.011,0.077,Barnet,Barnet,London,EPN,,,,,
,,E01000244,1.965,2.579,0.000,0.000,4.544,1.356,1.290,0.000,0.030,2.676,1.689,1.669,0.000,0.030,3.389,1.403,1.083,0.000,0.030,2.517,0.060,0.029,0.000,0.006,0.095,0.074,0.239,0.000,0.006,0.319,0.057,0.076,0.000,0.006,0.139,Barnet,Barnet,London,EPN,,,,,
,,E01000245,1.237,1.300,0.000,0.000,2.537,0.863,0.733,0.143,0.049,1.787,0.486,0.789,0.309,0.049,1.633,0.409,0.602,0.163,0.049,1.222,0.040,0.028,0.016,0.010,0.093,0.021,0.080,0.044,0.010,0.156,0.017,0.033,0.029,0.010,0.089,Barnet,Barnet,London,EPN,,,,,
,,E01000246,1.590,0.000,0.000,0.000,1.590,1.330,0.000,0.000,0.037,1.367,1.507,0.000,0.000,0.037,1.543,1.362,0.000,0.000,0.037,1.399,0.062,0.000,0.000,0.007,0.069,0.091,0.000,0.000,0.007,0.098,0.060,0.000,0.000,0.007,0.067,Barnet,Barnet,London,EPN,,,,,
,,E01000247,1.664,0.737,0.000,0.000,2.401,1.346,0.589,0.000,0.042,1.977,1.554,0.734,0.000,0.042,2.330,1.387,0.507,0.000,0.042,1.936,0.063,0.018,0.000,0.009,0.090,0.085,0.002,0.000,0.009,0.095,0.062,0.003,0.000,0.009,0.074,Barnet,Barnet,London,EPN,,,,,
,,E01000248,1.520,1.138,0.000,0.000,2.658,1.281,0.618,0.000,0.036,1.935,1.458,0.744,0.000,0.036,2.238,1.315,0.505,0.000,0.036,1.856,0.060,0.018,0.000,0.007,0.085,0.082,0.139,0.000,0.007,0.228,0.058,0.043,0.000,0.007,0.108,Barnet,Barnet,London,EPN,,,,,
,,E01000249,1.244,0.156,0.000,0.000,1.400,1.140,0.101,0.000,0.033,1.273,1.256,0.124,0.000,0.033,1.413,1.166,0.087,0.000,0.033,1.285,0.054,0.004,0.000,0.007,0.064,0.078,0.009,0.000,0.007,0.093,0.053,0.003,0.000,0.007,0.062,Barnet,Barnet,London,EPN,,,,,
,,E01000250,3.349,1.552,0.000,0.000,4.900,2.373,0.843,0.000,0.063,3.279,2.877,1.048,0.000,0.063,3.988,2.444,0.711,0.000,0.063,3.218,0.106,0.025,0.000,0.013,0.144,0.136,0.164,0.000,0.013,0.313,0.101,0.053,0.000,0.013,0.168,Barnet,Barnet,London,EPN,,,,,
,,E01000251,3.030,0.893,0.050,0.000,3.974,2.100,0.644,0.019,0.057,2.819,2.627,0.823,0.025,0.057,3.532,2.161,0.558,0.013,0.057,2.789,0.094,0.018,0.001,0.012,0.124,0.112,0.023,0.001,0.012,0.148,0.089,0.009,0.001,0.012,0.111,Barnet,Barnet,London,EPN,,,,,
,,E01000252,2.264,0.119,0.000,0.000,2.384,1.628,0.060,0.000,0.041,1.729,2.018,0.072,0.000,0.041,2.131,1.680,0.051,0.000,0.041,1.772,0.072,0.001,0.000,0.008,0.082,0.088,0.013,0.000,0.008,0.110,0.069,0.005,0.000,0.008,0.082,Barnet,Barnet,London,EPN,,,,,
,,E01000253,1.917,0.196,0.000,0.000,2.114,1.646,0.152,0.000,0.034,1.832,1.882,0.186,0.000,0.034,2.103,1.682,0.134,0.000,0.034,1.851,0.075,0.010,0.000,0.007,0.092,0.107,0.003,0.000,0.007,0.117,0.072,0.001,0.000,0.007,0.081,Barnet,Barnet,London,EPN,,,,,
,,E01000254,1.516,0.158,0.000,0.000,1.675,1.320,0.129,0.000,0.036,1.484,1.486,0.157,0.000,0.036,1.680,1.350,0.112,0.000,0.036,1.498,0.062,0.005,0.000,0.007,0.074,0.087,0.000,0.000,0.007,0.094,0.060,0.001,0.000,0.007,0.068,Barnet,Barnet,London,EPN,,,,,
,,E01000255,1.414,0.198,0.000,0.000,1.612,1.156,0.157,0.000,0.231,1.545,1.325,0.192,0.000,0.231,1.749,1.186,0.137,0.000,0.231,1.553,0.054,0.007,0.000,0.047,0.108,0.077,0.002,0.000,0.047,0.126,0.053,0.001,0.000,0.047,0.101,Barnet,Barnet,London,EPN,,,,,
,,E01000256,1.656,0.124,0.000,0.000,1.780,1.352,0.102,0.000,0.237,1.691,1.553,0.125,0.000,0.237,1.915,1.392,0.088,0.000,0.237,1.717,0.063,0.004,0.000,0.048,0.115,0.085,0.000,0.000,0.048,0.134,0.062,0.000,0.000,0.048,0.111,Barnet,Barnet,London,EPN,,,,,
,,E01000257,1.745,0.244,0.000,0.000,1.989,1.317,0.188,0.000,0.239,1.744,1.562,0.232,0.000,0.239,2.032,1.369,0.163,0.000,0.239,1.771,0.061,0.007,0.000,0.049,0.117,0.079,0.004,0.000,0.049,0.132,0.059,0.002,0.000,0.049,0.110,Barnet,Barnet,London,EPN,,,,,
,,E01000258,1.874,0.748,0.000,0.000,2.622,1.528,0.501,0.000,0.238,2.267,1.770,0.613,0.000,0.238,2.622,1.536,0.432,0.000,0.238,2.206,0.071,0.017,0.000,0.049,0.136,0.093,0.041,0.000,0.049,0.183,0.067,0.017,0.000,0.049,0.132,Barnet,Barnet,London,EPN,,,,,
,,E01000259,1.996,1.032,0.000,0.000,3.028,1.810,0.814,0.000,0.257,2.880,1.945,1.008,0.000,0.257,3.210,1.753,0.698,0.000,0.257,2.707,0.089,0.023,0.000,0.053,0.164,0.123,0.008,0.000,0.053,0.184,0.082,0.006,0.000,0.053,0.141,Barnet,Barnet,London,EPN,,,,,
,,E01000260,2.020,2.464,0.000,0.000,4.485,1.617,1.420,0.000,0.243,3.281,1.894,1.768,0.000,0.243,3.905,1.665,1.215,0.000,0.243,3.123,0.074,0.032,0.000,0.050,0.156,0.099,0.222,0.000,0.050,0.370,0.071,0.073,0.000,0.050,0.194,Barnet,Barnet,London,EPN,,,,,
,,E01000261,1.993,0.172,0.000,0.000,2.165,1.546,0.139,0.000,0.038,1.724,1.832,0.170,0.000,0.038,2.040,1.540,0.121,0.000,0.038,1.699,0.070,0.006,0.000,0.008,0.083,0.089,0.001,0.000,0.008,0.098,0.065,0.001,0.000,0.008,0.074,Barnet,Barnet,London,EPN,,,,,
,,E01000262,3.224,0.474,0.000,0.000,3.699,2.634,0.361,0.000,0.236,3.232,3.036,0.451,0.000,0.236,3.723,2.709,0.307,0.000,0.236,3.252,0.121,0.016,0.000,0.048,0.185,0.166,0.019,0.000,0.048,0.233,0.117,0.013,0.000,0.048,0.177,Barnet,Barnet,London,EPN,,,,,
,,E01000263,1.143,0.087,0.000,0.000,1.230,1.070,0.071,0.000,0.028,1.170,1.168,0.087,0.000,0.028,1.284,1.096,0.062,0.000,0.028,1.186,0.050,0.003,0.000,0.006,0.059,0.073,0.000,0.000,0.006,0.079,0.049,0.000,0.000,0.006,0.055,Barnet,Barnet,London,EPN,,,,,
,,E01000264,1.813,0.729,0.000,0.000,2.542,1.397,0.436,0.000,0.039,1.872,1.652,0.540,0.000,0.039,2.230,1.427,0.374,0.000,0.039,1.841,0.065,0.016,0.000,0.008,0.090,0.085,0.063,0.000,0.008,0.156,0.062,0.023,0.000,0.008,0.093,Barnet,Barnet,London,EPN,,,,,
,,E01000265,1.473,0.279,0.041,0.000,1.794,1.365,0.189,0.016,0.045,1.614,1.478,0.231,0.020,0.045,1.775,1.409,0.165,0.011,0.045,1.629,0.066,0.008,0.001,0.009,0.084,0.093,0.019,0.001,0.009,0.122,0.064,0.008,0.001,0.009,0.082,Barnet,Barnet,London,EPN,,,,,
,,E01000266,1.144,0.000,0.000,0.000,1.144,1.064,0.000,0.000,0.028,1.092,1.163,0.000,0.000,0.028,1.191,1.085,0.000,0.000,0.028,1.113,0.050,0.000,0.000,0.006,0.056,0.074,0.000,0.000,0.006,0.080,0.049,0.000,0.000,0.006,0.055,Barnet,Barnet,London,EPN,,,,,
,,E01000267,1.495,0.092,0.000,0.000,1.587,1.237,0.057,0.000,0.033,1.327,1.413,0.071,0.000,0.033,1.517,1.270,0.049,0.000,0.033,1.352,0.058,0.002,0.000,0.007,0.066,0.079,0.005,0.000,0.007,0.092,0.057,0.002,0.000,0.007,0.066,Barnet,Barnet,London,EPN,,,,,
,,E01000268,3.743,3.298,0.000,0.000,7.041,2.282,2.445,0.000,0.052,4.779,2.892,3.138,0.000,0.052,6.082,2.372,2.102,0.000,0.052,4.525,0.097,0.064,0.000,0.011,0.172,0.115,0.061,0.000,0.011,0.186,0.092,0.032,0.000,0.011,0.134,Barnet,Barnet,London,EPN,,,,,
,,E01000269,1.162,0.462,0.000,0.000,1.624,1.027,0.353,0.000,0.030,1.410,1.139,0.461,0.000,0.030,1.630,1.051,0.302,0.000,0.030,1.383,0.048,0.015,0.000,0.006,0.070,0.068,0.021,0.000,0.006,0.096,0.047,0.019,0.000,0.006,0.073,Barnet,Barnet,London,EPN,,,,,
