,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,variable,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,,,,,,,,,
,,E01000681,666.00,0.00,77.96,2.04,0.00,0.00,80.01,0.00,15.57,0.94,123.84,0.00,140.34,0.00,88.94,2.17,15.80,0.00,106.92,0.00,660.74,5.26,0.00,0.00,666.00,0.00,183.56,3.10,479.34,0.00,666.00,0.00,596.81,5.45,63.74,0.00,666.00,Bromley,Bromley,London,SPN,,,,,
,,E01000682,657.00,2.76,76.30,5.35,0.00,0.00,84.40,1.03,15.19,3.86,119.73,0.00,139.80,1.26,88.08,4.74,14.42,0.00,108.50,10.77,632.74,13.49,0.00,0.00,657.00,3.34,180.34,12.70,460.62,0.00,657.00,3.08,584.13,11.85,57.94,0.00,657.00,Bromley,Bromley,London,SPN,,,,,
,,E01000683,736.00,5.09,75.94,66.29,0.00,0.00,147.31,1.91,26.02,53.77,96.05,0.00,177.74,2.32,94.64,58.56,12.76,0.00,168.27,19.24,554.88,161.88,0.00,0.00,736.00,6.02,196.40,172.84,360.74,0.00,736.00,5.56,537.43,142.95,50.06,0.00,736.00,Bromley,Bromley,London,SPN,,,,,
,,E01000684,767.00,5.05,87.50,9.78,0.00,0.00,102.33,1.89,20.59,7.24,128.91,0.00,158.63,2.30,99.91,9.47,17.13,0.00,128.82,19.87,722.25,24.88,0.00,0.00,767.00,6.24,230.79,24.30,505.67,0.00,767.00,5.73,667.40,24.03,69.84,0.00,767.00,Bromley,Bromley,London,SPN,,,,,
,,E01000685,638.00,0.00,75.06,2.67,0.00,0.00,77.74,0.00,16.54,0.96,115.85,0.00,133.35,0.00,86.02,2.52,14.46,0.00,103.01,0.00,631.17,6.83,0.00,0.00,638.00,0.00,188.96,3.16,445.88,0.00,638.00,0.00,573.60,6.31,58.09,0.00,638.00,Bromley,Bromley,London,SPN,,,,,
,,E01000686,648.00,2.55,74.26,6.35,0.00,0.00,83.15,0.95,18.51,3.98,107.71,0.00,131.16,1.16,85.39,5.83,14.30,0.00,106.68,10.12,621.59,16.28,0.00,0.00,648.00,3.16,207.87,13.40,423.57,0.00,648.00,2.90,571.95,14.81,58.35,0.00,648.00,Bromley,Bromley,London,SPN,,,,,
,,E01000687,668.00,0.00,72.59,20.81,0.00,0.00,93.40,0.00,18.42,15.66,107.56,0.00,141.64,0.00,83.37,19.65,15.83,0.00,118.84,0.00,613.33,54.67,0.00,0.00,668.00,0.00,189.18,53.06,425.76,0.00,668.00,0.00,552.93,50.14,64.93,0.00,668.00,Bromley,Bromley,London,SPN,,,,,
,,E01000688,525.00,7.93,60.83,5.52,0.00,0.00,74.28,2.97,13.85,3.03,93.59,0.00,113.44,3.62,68.89,5.56,11.46,0.00,89.52,30.08,481.42,13.50,0.00,0.00,525.00,9.65,144.04,10.00,361.31,0.00,525.00,8.92,455.86,13.96,46.26,0.00,525.00,Bromley,Bromley,London,SPN,,,,,
,,E01000689,645.00,0.00,68.59,27.63,0.00,0.00,96.22,0.00,19.36,20.76,98.28,0.00,138.39,0.00,78.30,24.76,40.29,0.00,143.34,0.00,572.71,72.29,0.00,0.00,645.00,0.00,187.37,70.06,387.57,0.00,645.00,0.00,444.95,55.34,144.71,0.00,645.00,Bromley,Bromley,London,LPN,,,,,
,,E01000690,544.00,0.00,62.34,5.08,0.00,0.00,67.41,0.00,13.51,3.88,95.77,0.00,113.15,0.00,70.97,4.50,14.28,0.00,89.74,0.00,530.73,13.27,0.00,0.00,544.00,0.00,153.62,13.09,377.29,0.00,544.00,0.00,474.56,11.38,58.06,0.00,544.00,Bromley,Bromley,London,LPN,,,,,
,,E01000691,629.00,0.00,74.97,12.18,0.00,0.00,87.15,0.00,22.70,8.69,104.46,0.00,135.86,0.00,85.90,11.40,11.48,0.00,108.78,0.00,597.82,31.18,0.00,0.00,629.00,0.00,195.42,28.83,404.75,0.00,629.00,0.00,552.92,29.06,47.02,0.00,629.00,Bromley,Bromley,London,LPN,,,,,
,,E01000692,699.00,0.00,77.64,19.12,0.00,0.00,96.77,0.00,16.93,15.47,120.01,0.00,152.41,0.00,90.54,16.72,14.28,0.00,121.54,0.00,649.03,49.97,0.00,0.00,699.00,0.00,175.11,52.05,471.85,0.00,699.00,0.00,597.11,42.93,58.96,0.00,699.00,Bromley,Bromley,London,LPN,,,,,
,,E01000693,688.00,0.00,87.25,63.11,0.00,0.00,150.36,0.00,29.04,50.74,87.02,0.00,166.80,0.00,95.76,49.25,12.79,0.00,157.80,0.00,539.74,148.26,0.00,0.00,688.00,0.00,187.47,166.64,333.89,0.00,688.00,0.00,515.09,122.01,50.91,0.00,688.00,Bromley,Bromley,London,SPN,,,,,
,,E01000694,932.00,5.02,97.90,63.56,0.00,0.00,166.48,1.88,33.44,48.36,133.23,0.00,216.91,2.29,116.04,57.80,18.39,0.00,194.52,19.59,752.21,160.19,0.00,0.00,932.00,6.09,253.48,159.40,513.02,0.00,932.00,5.64,706.95,145.16,74.25,0.00,932.00,Bromley,Bromley,London,LPN,,,,,
,,E01000695,655.00,0.00,67.86,46.29,0.00,0.00,114.15,0.00,20.28,35.74,96.70,0.00,152.73,0.00,82.77,41.40,11.40,0.00,135.57,0.00,537.83,117.17,0.00,0.00,655.00,0.00,171.04,116.29,367.66,0.00,655.00,0.00,506.34,103.05,45.61,0.00,655.00,Bromley,Bromley,London,LPN,,,,,
,,E01000696,697.00,7.61,73.10,45.64,0.00,0.00,126.35,2.85,24.58,33.74,100.64,0.00,161.81,3.47,87.21,41.70,15.56,0.00,147.94,28.95,555.91,112.15,0.00,0.00,697.00,9.14,193.85,110.15,383.86,0.00,697.00,8.36,524.88,102.38,61.39,0.00,697.00,Bromley,Bromley,London,LPN,,,,,
,,E01000697,840.00,2.55,85.36,80.55,0.00,0.00,168.46,0.96,26.08,63.91,127.63,0.00,218.58,1.16,111.66,65.26,19.81,0.00,197.90,9.84,629.69,200.47,0.00,0.00,840.00,3.01,155.69,204.41,476.90,0.00,840.00,2.75,603.63,157.00,76.62,0.00,840.00,Bromley,Bromley,London,LPN,,,,,
,,E01000698,492.00,0.00,57.27,2.01,0.00,0.00,59.28,0.00,11.22,1.87,89.21,0.00,102.30,0.00,65.78,1.84,10.01,0.00,77.63,0.00,486.78,5.22,0.00,0.00,492.00,0.00,136.86,6.26,348.88,0.00,492.00,0.00,446.16,4.71,41.14,0.00,492.00,Bromley,Bromley,London,SPN,,,,,
,,E01000699,722.00,0.00,86.61,76.49,0.00,0.00,163.10,0.00,48.02,60.09,76.63,0.00,184.74,0.00,108.98,65.36,7.25,0.00,181.58,0.00,543.01,178.99,0.00,0.00,722.00,0.00,264.30,183.81,273.88,0.00,722.00,0.00,539.61,154.80,27.59,0.00,722.00,Bromley,Bromley,London,LPN,,,,,
,,E01000700,688.00,0.00,70.29,32.87,0.00,0.00,103.16,0.00,20.11,24.74,101.35,0.00,146.19,0.00,84.02,28.87,15.76,0.00,128.65,0.00,599.51,88.49,0.00,0.00,688.00,0.00,191.28,85.85,410.87,0.00,688.00,0.00,547.15,75.02,65.83,0.00,688.00,Bromley,Bromley,London,LPN,,,,,
,,E01000701,650.00,5.50,70.61,27.33,0.00,0.00,103.43,2.06,22.99,20.71,88.65,0.00,134.41,2.51,85.32,22.04,15.77,0.00,125.64,21.37,560.04,68.59,0.00,0.00,650.00,6.79,226.09,69.52,347.60,0.00,650.00,6.11,526.28,54.69,62.92,0.00,650.00,Bromley,Bromley,London,LPN,,,,,
,,E01000702,692.00,0.00,70.90,31.42,0.00,0.00,102.32,0.00,20.74,23.13,100.97,0.00,144.84,0.00,84.59,27.86,11.42,0.00,123.88,0.00,607.58,84.42,0.00,0.00,692.00,0.00,202.65,80.22,409.13,0.00,692.00,0.00,569.17,74.04,48.79,0.00,692.00,Bromley,Bromley,London,LPN,,,,,
,,E01000703,739.00,2.79,96.55,71.22,0.00,0.00,170.57,1.05,27.60,56.54,82.88,0.00,168.07,1.27,86.05,67.28,14.46,0.00,169.07,9.69,569.65,159.66,0.00,0.00,739.00,3.41,227.38,187.36,320.85,0.00,739.00,3.10,510.98,167.17,57.75,0.00,739.00,Bromley,Bromley,London,LPN,,,,,
,,E01000704,639.00,0.00,68.91,41.20,0.00,0.00,110.11,0.00,24.52,32.49,85.52,0.00,142.53,0.00,89.34,30.26,15.68,0.00,135.28,0.00,534.92,104.08,0.00,0.00,639.00,0.00,205.65,106.33,327.02,0.00,639.00,0.00,504.81,73.21,60.98,0.00,639.00,Bromley,Bromley,London,LPN,,,,,
,,E01000705,596.00,2.83,58.65,49.90,0.00,0.00,111.38,1.06,23.49,37.05,73.04,0.00,134.64,1.29,73.85,43.87,5.82,0.00,124.83,11.10,458.53,126.37,0.00,0.00,596.00,3.45,187.48,122.63,282.44,0.00,596.00,3.26,455.56,113.07,24.11,0.00,596.00,Bromley,Bromley,London,LPN,,,,,
,,E01000706,619.00,0.00,65.81,24.94,0.00,0.00,90.75,0.00,21.06,18.61,90.00,0.00,129.67,0.00,76.62,23.17,10.02,0.00,109.81,0.00,552.17,66.83,0.00,0.00,619.00,0.00,190.80,64.39,363.81,0.00,619.00,0.00,514.33,61.76,42.91,0.00,619.00,Bromley,Bromley,London,LPN,,,,,
,,E01000707,538.00,0.00,63.92,2.02,0.00,0.00,65.94,0.00,13.15,1.17,101.32,0.00,115.64,0.00,72.63,2.14,12.94,0.00,87.72,0.00,532.85,5.15,0.00,0.00,538.00,0.00,145.17,3.86,388.97,0.00,538.00,0.00,480.79,5.34,51.86,0.00,538.00,Bromley,Bromley,London,LPN,,,,,
,,E01000708,732.00,2.64,73.77,48.10,0.00,0.00,124.50,0.99,25.94,37.60,94.04,0.00,158.57,1.20,98.42,33.84,15.66,0.00,149.12,10.78,594.21,127.02,0.00,0.00,732.00,3.35,219.32,129.87,379.46,0.00,732.00,3.02,577.71,86.75,64.52,0.00,732.00,Bromley,Bromley,London,LPN,,,,,
,,E01000709,785.00,2.52,83.81,122.97,0.00,0.00,209.30,0.94,43.13,100.37,76.60,0.00,221.03,1.15,121.21,96.68,31.35,0.00,250.38,8.75,500.38,275.88,0.00,0.00,785.00,2.72,225.96,294.10,262.23,0.00,785.00,2.31,481.41,198.06,103.21,0.00,785.00,Bromley,Bromley,London,LPN,,,,,
,,E01000710,1156.00,4.99,109.06,186.92,0.00,0.00,300.97,1.87,58.20,144.45,118.93,0.00,323.45,2.28,149.09,155.67,53.57,0.00,360.60,18.19,697.82,439.99,0.00,0.00,1156.00,5.60,286.35,440.41,423.64,0.00,1156.00,4.75,636.94,331.16,183.15,0.00,1156.00,Bromley,Bromley,London,LPN,,,,,
,,E01000711,1099.00,5.04,98.07,181.74,0.00,0.00,284.84,1.89,60.63,139.68,87.12,0.00,289.32,2.30,118.90,164.46,106.08,0.00,391.73,18.96,638.37,441.68,0.00,0.00,1099.00,5.87,328.22,442.47,322.44,0.00,1099.00,4.30,456.17,313.51,325.02,0.00,1099.00,Bromley,Bromley,London,LPN,,,,,
,,E01000712,926.00,0.00,88.27,133.02,0.00,0.00,221.29,0.00,46.51,102.70,89.15,0.00,238.36,0.00,104.36,120.39,97.56,0.00,322.31,0.00,604.28,321.72,0.00,0.00,926.00,0.00,280.99,320.23,324.79,0.00,926.00,0.00,414.38,222.22,289.41,0.00,926.00,Bromley,Bromley,London,LPN,,,,,
,,E01000713,937.00,5.06,89.30,134.55,0.00,0.00,228.92,1.89,50.05,102.74,87.59,0.00,242.27,2.31,109.70,121.01,53.81,0.00,286.82,18.80,595.35,322.85,0.00,0.00,937.00,5.85,287.54,322.46,321.16,0.00,937.00,4.78,493.88,255.63,182.71,0.00,937.00,Bromley,Bromley,London,LPN,,,,,
,,E01000714,1169.00,10.02,111.46,157.87,0.00,21.53,300.89,3.75,52.71,131.58,96.04,21.42,305.50,4.57,152.60,130.72,42.99,21.42,352.31,37.17,730.44,378.05,0.00,23.33,1169.00,11.82,353.23,421.30,359.30,23.36,1169.00,10.00,690.36,291.31,153.99,23.36,1169.00,Bromley,Bromley,London,LPN,,,,,
,,E01000715,965.00,106.77,103.68,120.46,0.00,0.00,330.90,39.98,46.96,92.92,98.45,0.00,278.32,48.68,125.76,106.44,49.51,0.00,330.40,283.25,475.41,206.34,0.00,0.00,965.00,113.18,253.16,267.51,331.15,0.00,965.00,93.13,509.31,207.47,155.09,0.00,965.00,Bromley,Bromley,London,LPN,,,,,
,,E01000716,747.00,0.00,76.41,64.73,0.00,0.00,141.14,0.00,35.13,49.04,86.65,0.00,170.82,0.00,91.41,56.84,25.58,0.00,173.83,0.00,577.66,169.34,0.00,0.00,747.00,0.00,237.94,166.12,342.94,0.00,747.00,0.00,507.69,138.86,100.45,0.00,747.00,Bromley,Bromley,London,LPN,,,,,
,,E01000717,939.00,0.00,85.59,133.38,0.00,0.00,218.97,0.00,47.85,102.22,83.23,0.00,233.31,0.00,111.05,113.98,62.31,0.00,287.33,0.00,602.83,336.17,0.00,0.00,939.00,0.00,290.91,332.13,315.96,0.00,939.00,0.00,487.44,240.37,211.19,0.00,939.00,Bromley,Bromley,London,LPN,,,,,
,,E01000718,1008.00,2.70,127.10,174.80,0.00,0.00,304.61,1.01,77.55,140.95,100.60,0.00,320.11,1.23,148.80,153.46,23.24,0.00,326.74,8.64,638.58,360.78,0.00,0.00,1008.00,2.69,305.88,381.39,318.04,0.00,1008.00,2.53,606.29,321.04,78.14,0.00,1008.00,Bromley,Bromley,London,LPN,,,,,
,,E01000719,914.00,5.10,95.32,99.49,0.00,0.00,199.92,1.91,36.80,81.32,108.48,0.00,228.52,2.33,121.28,87.09,21.40,0.00,232.10,18.66,660.46,234.89,0.00,0.00,914.00,5.83,262.42,252.40,393.35,0.00,914.00,5.25,629.24,200.37,79.14,0.00,914.00,Bromley,Bromley,London,SPN,,,,,
,,E01000720,680.00,2.77,69.02,85.57,0.00,0.00,157.35,1.04,28.20,66.75,85.07,0.00,181.06,1.26,86.44,77.10,10.20,0.00,175.00,9.96,471.51,198.53,0.00,0.00,680.00,3.08,176.29,201.13,299.51,0.00,680.00,2.89,459.72,179.28,38.11,0.00,680.00,Bromley,Bromley,London,SPN,,,,,
,,E01000721,656.00,0.00,73.74,41.27,0.00,0.00,115.01,0.00,24.34,34.76,92.03,0.00,151.13,0.00,93.39,30.24,25.09,0.00,148.72,0.00,553.41,102.59,0.00,0.00,656.00,0.00,197.41,112.02,346.57,0.00,656.00,0.00,494.33,69.28,92.39,0.00,656.00,Bromley,Bromley,London,SPN,,,,,
,,E01000722,778.00,5.93,88.70,19.56,0.00,0.00,114.19,2.22,18.81,15.61,138.67,0.00,175.31,2.71,105.18,15.61,14.44,0.00,137.93,22.79,706.70,48.51,0.00,0.00,778.00,7.12,191.93,50.89,528.05,0.00,778.00,6.65,674.10,39.11,58.13,0.00,778.00,Bromley,Bromley,London,SPN,,,,,
,,E01000723,570.00,2.87,67.62,1.81,0.00,0.00,72.30,1.08,12.33,0.96,110.05,0.00,124.41,1.31,77.39,1.61,14.45,0.00,94.75,11.08,554.42,4.50,0.00,0.00,570.00,3.44,145.92,3.10,417.54,0.00,570.00,3.15,506.01,3.94,56.90,0.00,570.00,Bromley,Bromley,London,SPN,,,,,
,,E01000724,697.00,5.62,78.74,27.68,0.00,0.00,112.03,2.10,22.69,21.25,109.23,0.00,155.27,2.56,91.24,25.39,16.48,0.00,135.67,21.35,607.71,67.94,0.00,0.00,697.00,6.73,206.06,69.12,415.10,0.00,697.00,6.15,564.03,62.06,64.76,0.00,697.00,Bromley,Bromley,London,SPN,,,,,
,,E01000725,776.00,5.21,85.14,35.22,0.00,0.00,125.57,1.95,26.31,28.57,115.59,0.00,172.42,2.38,102.74,29.92,14.54,0.00,149.56,20.72,664.84,90.44,0.00,0.00,776.00,6.49,215.81,96.68,457.02,0.00,776.00,5.99,633.21,76.81,59.99,0.00,776.00,Bromley,Bromley,London,SPN,,,,,
,,E01000726,598.00,0.00,67.26,12.21,0.00,0.00,79.47,0.00,12.96,9.88,108.11,0.00,130.94,0.00,80.33,9.29,11.45,0.00,101.07,0.00,566.45,31.55,0.00,0.00,598.00,0.00,146.48,32.74,418.78,0.00,598.00,0.00,527.63,23.61,46.76,0.00,598.00,Bromley,Bromley,London,SPN,,,,,
,,E01000727,792.00,0.00,81.65,40.11,0.00,0.00,121.76,0.00,20.96,31.16,124.06,0.00,176.18,0.00,102.20,31.30,15.67,0.00,149.17,0.00,686.05,105.95,0.00,0.00,792.00,0.00,196.22,105.42,490.36,0.00,792.00,0.00,646.75,80.49,64.76,0.00,792.00,Bromley,Bromley,London,SPN,,,,,
,,E01000728,720.00,5.26,78.74,30.47,0.00,0.00,114.48,1.97,19.59,22.54,124.79,0.00,168.89,2.40,94.48,26.50,12.97,0.00,136.35,20.47,623.00,76.53,0.00,0.00,720.00,6.36,161.37,73.95,478.32,0.00,720.00,5.94,594.55,66.89,52.61,0.00,720.00,Bromley,Bromley,London,SPN,,,,,
,,E01000729,900.00,0.65,51.53,38.27,0.00,165.79,256.23,0.24,9.02,13.38,28.88,255.66,307.18,0.29,28.46,15.03,3.86,255.66,303.31,2.48,380.60,94.75,0.00,422.17,900.00,0.77,64.48,43.01,108.48,683.27,900.00,0.71,163.85,36.91,15.25,683.27,900.00,Bromley,Bromley,London,SPN,,,,,
,,E01000730,693.00,0.00,79.07,21.46,0.00,0.00,100.53,0.00,18.33,17.20,119.41,0.00,154.93,0.00,93.54,17.83,13.39,0.00,124.76,0.00,638.91,54.09,0.00,0.00,693.00,0.00,183.94,55.86,453.20,0.00,693.00,0.00,595.02,44.38,53.60,0.00,693.00,Bromley,Bromley,London,SPN,,,,,
,,E01000731,525.00,0.00,62.71,4.61,0.00,0.00,67.32,0.00,13.87,2.97,95.52,0.00,112.36,0.00,72.61,3.92,11.81,0.00,88.34,0.00,513.53,11.47,0.00,0.00,525.00,0.00,157.06,9.54,358.39,0.00,525.00,0.00,469.24,9.54,46.22,0.00,525.00,Bromley,Bromley,London,SPN,,,,,
,,E01000732,588.00,2.62,69.50,1.43,0.00,0.00,73.55,0.98,14.36,0.94,106.60,0.00,122.87,1.20,79.39,1.52,12.98,0.00,95.08,10.23,574.16,3.61,0.00,0.00,588.00,3.19,170.79,3.09,410.94,0.00,588.00,2.94,529.05,3.81,52.20,0.00,588.00,Bromley,Bromley,London,SPN,,,,,
,,E01000733,666.00,2.66,79.85,3.05,0.00,0.00,85.56,1.00,14.26,2.44,130.16,0.00,147.85,1.21,91.25,3.24,14.58,0.00,110.28,10.22,648.23,7.55,0.00,0.00,666.00,3.16,165.12,7.85,489.88,0.00,666.00,2.93,597.38,7.97,57.71,0.00,666.00,Bromley,Bromley,London,SPN,,,,,
,,E01000734,525.00,0.00,62.30,2.36,0.00,0.00,64.66,0.00,14.60,1.92,89.34,0.00,105.86,0.00,71.02,2.20,13.01,0.00,86.24,0.00,519.00,6.00,0.00,0.00,525.00,0.00,173.82,6.33,344.85,0.00,525.00,0.00,467.78,5.46,51.76,0.00,525.00,Bromley,Bromley,London,SPN,,,,,
,,E01000735,576.00,2.91,70.31,5.01,0.00,0.00,78.23,1.09,14.96,4.06,106.16,0.00,126.26,1.33,80.07,4.33,19.46,0.00,105.19,10.85,553.07,12.07,0.00,0.00,576.00,3.39,167.65,12.83,392.14,0.00,576.00,3.02,490.46,10.04,72.48,0.00,576.00,Bromley,Bromley,London,SPN,,,,,
,,E01000736,628.00,5.64,73.63,11.03,0.00,0.00,90.29,2.11,17.26,7.95,109.95,0.00,137.27,2.57,85.59,9.77,11.82,0.00,109.75,21.18,580.06,26.76,0.00,0.00,628.00,6.68,182.39,25.59,413.35,0.00,628.00,6.21,550.93,24.07,46.79,0.00,628.00,Bromley,Bromley,London,SPN,,,,,
,,E01000737,598.00,2.60,69.52,4.95,0.00,0.00,77.08,0.97,14.75,3.99,105.21,0.00,124.93,1.19,80.77,4.04,11.60,0.00,97.60,10.20,575.25,12.55,0.00,0.00,598.00,3.18,173.62,13.25,407.95,0.00,598.00,2.95,537.61,10.24,47.20,0.00,598.00,Bromley,Bromley,London,SPN,,,,,
,,E01000738,655.00,5.19,75.03,9.01,0.00,0.00,89.23,1.94,15.96,6.14,118.30,0.00,142.34,2.36,86.31,8.34,14.41,0.00,111.42,20.12,612.30,22.58,0.00,0.00,655.00,6.30,172.34,20.25,456.11,0.00,655.00,5.82,570.13,20.92,58.13,0.00,655.00,Bromley,Bromley,London,SPN,,,,,
,,E01000739,672.00,2.65,75.61,8.83,0.00,24.76,111.85,0.99,17.19,6.20,114.30,24.63,163.31,1.21,86.14,8.43,17.10,24.63,137.51,10.16,613.10,21.91,0.00,26.83,672.00,3.16,188.94,20.11,432.94,26.85,672.00,2.88,555.01,20.48,66.78,26.85,672.00,Bromley,Bromley,London,SPN,,,,,
,,E01000740,1145.00,2.57,128.36,197.67,0.00,0.00,328.60,0.96,63.44,172.28,97.29,0.00,333.98,1.17,167.32,174.75,14.28,0.00,357.53,8.76,701.62,434.61,0.00,0.00,1145.00,2.74,315.55,498.08,328.63,0.00,1145.00,2.54,706.96,384.93,50.57,0.00,1145.00,Bromley,Bromley,London,LPN,,,,,
,,E01000741,967.00,2.71,57.84,99.14,0.00,151.41,311.10,1.02,18.88,33.80,17.02,248.11,318.82,1.24,33.32,40.75,3.27,248.11,326.69,8.74,317.94,206.03,0.00,434.30,967.00,2.73,93.37,92.20,54.23,724.48,967.00,2.55,143.53,85.42,11.03,724.48,967.00,Bromley,Bromley,London,LPN,,,,,
,,E01000742,1096.00,0.00,117.77,210.55,0.00,0.00,328.31,0.00,80.95,157.94,87.37,0.00,326.26,0.00,149.65,190.21,7.32,0.00,347.18,0.00,660.71,435.29,0.00,0.00,1096.00,0.00,399.46,423.08,273.46,0.00,1096.00,0.00,668.43,402.66,24.91,0.00,1096.00,Bromley,Bromley,London,LPN,,,,,
,,E01000743,954.00,5.12,104.30,129.19,0.00,0.00,238.61,1.92,67.35,100.61,69.38,0.00,239.25,2.33,136.86,110.21,20.20,0.00,269.60,18.40,635.66,299.94,0.00,0.00,954.00,5.83,386.52,311.06,250.60,0.00,954.00,5.21,624.20,250.73,73.86,0.00,954.00,Bromley,Bromley,London,LPN,,,,,
,,E01000744,716.00,0.00,100.60,36.17,0.00,0.00,136.77,0.00,60.57,27.91,81.75,0.00,170.23,0.00,118.62,31.04,24.90,0.00,174.56,0.00,628.03,87.97,0.00,0.00,716.00,0.00,319.92,89.57,306.52,0.00,716.00,0.00,553.51,70.99,91.51,0.00,716.00,Bromley,Bromley,London,LPN,,,,,
,,E01000745,916.00,8.07,110.05,119.82,0.00,0.00,237.95,3.02,60.46,91.50,61.67,0.00,216.65,3.68,119.93,101.69,11.52,0.00,236.83,28.42,615.31,272.28,0.00,0.00,916.00,9.74,370.35,299.80,236.11,0.00,916.00,9.00,607.59,253.28,46.12,0.00,916.00,Bromley,Bromley,London,LPN,,,,,
,,E01000746,982.00,3.47,54.33,69.37,0.00,153.76,280.93,1.30,13.47,24.32,20.20,251.96,311.24,1.58,30.86,28.42,6.50,251.96,319.32,12.62,365.52,162.82,0.00,441.04,982.00,3.97,93.34,75.59,73.38,735.72,982.00,3.51,154.86,64.29,23.62,735.72,982.00,Bromley,Bromley,London,LPN,,,,,
,,E01000747,756.00,11.59,84.44,79.45,0.00,0.00,175.48,4.34,30.98,62.19,109.80,0.00,207.31,5.28,100.16,73.13,16.16,0.00,194.74,39.22,543.14,173.64,0.00,0.00,756.00,12.48,186.52,181.86,375.14,0.00,756.00,11.57,523.24,163.21,57.97,0.00,756.00,Bromley,Bromley,London,SPN,,,,,
,,E01000748,706.00,21.92,76.62,74.68,0.00,0.00,173.22,8.21,26.27,58.32,100.48,0.00,193.27,9.99,91.48,69.95,13.09,0.00,184.52,71.26,477.95,156.79,0.00,0.00,706.00,23.61,168.19,170.68,343.52,0.00,706.00,21.88,481.15,156.05,46.93,0.00,706.00,Bromley,Bromley,London,SPN,,,,,
,,E01000749,660.00,2.94,73.86,37.31,0.00,0.00,114.11,1.10,21.79,28.32,105.94,0.00,157.15,1.34,87.34,34.02,13.05,0.00,135.76,11.02,558.53,90.44,0.00,0.00,660.00,3.42,175.71,89.55,391.32,0.00,660.00,3.17,524.07,82.11,50.64,0.00,660.00,Bromley,Bromley,London,SPN,,,,,
,,E01000750,674.00,0.00,76.31,7.74,0.00,0.00,84.06,0.00,19.19,5.11,110.02,0.00,134.31,0.00,87.35,7.00,15.86,0.00,110.21,0.00,653.68,20.32,0.00,0.00,674.00,0.00,218.67,17.40,437.93,0.00,674.00,0.00,590.85,17.91,65.23,0.00,674.00,Bromley,Bromley,London,SPN,,,,,
,,E01000751,876.00,0.00,91.00,82.94,0.00,0.00,173.94,0.00,28.78,67.92,120.78,0.00,217.47,0.00,122.63,65.10,19.93,0.00,207.66,0.00,673.30,202.70,0.00,0.00,876.00,0.00,219.01,213.46,443.53,0.00,876.00,0.00,648.84,152.24,74.91,0.00,876.00,Bromley,Bromley,London,SPN,,,,,
,,E01000752,806.00,8.01,92.01,32.19,0.00,0.00,132.21,3.00,24.81,25.30,131.72,0.00,184.83,3.65,112.31,25.05,15.81,0.00,156.82,30.01,698.10,77.89,0.00,0.00,806.00,9.48,220.47,81.32,494.73,0.00,806.00,8.75,674.13,61.12,62.01,0.00,806.00,Bromley,Bromley,London,SPN,,,,,
,,E01000753,782.00,2.74,85.92,21.00,0.00,0.00,109.65,1.02,19.96,15.41,132.59,0.00,168.98,1.25,100.19,18.66,17.13,0.00,137.23,10.93,716.89,54.18,0.00,0.00,782.00,3.38,207.26,51.68,519.68,0.00,782.00,3.12,661.34,47.49,70.05,0.00,782.00,Bromley,Bromley,London,SPN,,,,,
,,E01000754,771.00,2.66,88.50,4.88,0.00,0.00,96.05,1.00,18.19,3.26,137.95,0.00,160.40,1.21,102.24,3.98,17.13,0.00,124.57,10.62,747.83,12.55,0.00,0.00,771.00,3.29,216.12,10.94,540.65,0.00,771.00,3.03,687.90,10.13,69.95,0.00,771.00,Bromley,Bromley,London,SPN,,,,,
,,E01000755,643.00,2.65,74.19,3.40,0.00,0.00,80.25,0.99,14.43,2.53,117.45,0.00,135.40,1.21,84.43,3.32,14.25,0.00,103.21,10.54,623.73,8.73,0.00,0.00,643.00,3.27,171.80,8.47,459.47,0.00,643.00,3.03,573.14,8.46,58.38,0.00,643.00,Bromley,Bromley,London,SPN,,,,,
,,E01000756,656.00,0.00,70.86,21.98,0.00,0.00,92.84,0.00,17.36,16.41,108.91,0.00,142.68,0.00,81.12,21.84,11.47,0.00,114.44,0.00,598.17,57.83,0.00,0.00,656.00,0.00,170.44,55.47,430.10,0.00,656.00,0.00,550.92,56.99,48.10,0.00,656.00,Bromley,Bromley,London,SPN,,,,,
,,E01000757,604.00,0.00,69.58,3.43,0.00,0.00,73.01,0.00,14.08,2.55,108.04,0.00,124.66,0.00,80.27,2.74,14.30,0.00,97.31,0.00,595.08,8.92,0.00,0.00,604.00,0.00,172.46,8.54,423.00,0.00,604.00,0.00,539.02,6.91,58.07,0.00,604.00,Bromley,Bromley,London,SPN,,,,,
